customer_id,signup_date,age,region,plan,tenure_months,num_devices,monthly_charges,discount_pct,is_autopay,avg_session_minutes,sessions_last_30d,last_login_days_ago,support_tickets_90d,payment_failures_12m,satisfaction_score,churn,total_charges
CUST0016886,2023-01-03,45.0,North,Basic,24,4,37.58,20,1,27.0,17,6,0,1,3.0,0,721.54
CUST0012585,2023-08-24,37.0,East,Standard,16,3,69.48,10,0,20.2,16,11,0,0,4.0,0,1000.51
CUST0031346,2024-04-10,33.0,Central,Basic,8,4,30.82,0,0,,10,32,1,0,5.0,1,246.56
CUST0029640,2021-11-13,60.0,Central,Basic,38,1,27.81,20,1,13.4,18,21,1,0,4.0,0,845.42
CUST0017735,2024-03-23,70.0,South,Premium,9,3,106.04,0,1,9.8,6,35,2,1,3.0,0,954.36
CUST0025118,2021-06-01,18.0,Central,Standard,43,2,58.64,0,0,6.8,7,41,0,0,4.0,0,2521.52
CUST0043004,2023-04-20,24.0,South,Standard,20,3,72.34,0,1,11.2,7,23,1,0,3.0,0,1446.8
CUST0013142,2019-06-02,18.0,South,Basic,67,3,36.65,0,0,60.2,17,8,0,1,4.0,0,2455.55
CUST0007010,2024-05-20,73.0,North,Standard,7,4,68.62,0,1,,18,1,1,0,3.0,0,480.34
CUST0002671,2021-08-23,42.0,Central,Standard,40,4,68.49,0,1,31.7,14,44,0,0,,0,2739.6
CUST0036416,2024-04-08,37.0,Central,Standard,8,1,58.23,0,1,8.2,5,8,1,1,3.0,0,465.84
CUST0017722,2023-12-06,31.0,South,Basic,13,3,43.03,0,1,12.9,9,15,2,1,,0,559.39
CUST0046254,2022-07-26,48.0,East,Standard,29,4,76.53,0,1,19.5,11,8,0,1,4.0,0,2219.37
CUST0044342,2024-09-05,36.0,West,Basic,3,2,24.64,0,1,28.5,5,11,0,1,4.0,0,73.92
CUST0001116,2024-06-18,26.0,North,Basic,6,2,41.95,0,0,,5,7,1,0,3.0,0,251.7
CUST0014054,2023-04-08,52.0,East,Premium,21,1,92.71,10,1,10.4,8,15,1,1,3.0,0,1752.22
CUST0003656,2024-08-25,56.0,Central,Basic,4,3,43.76,0,1,19.8,8,4,1,0,3.0,1,175.04
CUST0021136,2022-10-07,43.0,South,Standard,27,3,64.68,0,1,9.4,2,17,1,0,3.0,0,1746.36
CUST0039077,2024-05-06,40.0,WEST,Standard,7,2,73.19,15,1,54.5,19,4,0,0,5.0,0,435.48
CUST0037911,2023-01-04,52.0,South,Premium,24,2,101.96,0,1,73.3,18,5,0,0,4.0,0,2447.04
CUST0006926,2023-08-09,54.0,Central,Basic,17,4,46.84,0,0,8.5,2,53,1,1,3.0,0,796.28
CUST0038998,2023-01-15,30.0,South,Standard,23,4,70.48,0,1,13.2,11,1,2,0,,0,1621.04
CUST0037250,2023-01-30,50.0,South,Basic,23,1,36.45,0,1,13.7,9,69,3,1,2.0,0,838.35
CUST0040526,2022-12-20,53.0,North,Basic,24,1,29.54,20,0,11.2,3,16,2,1,2.0,0,567.17
CUST0039782,2024-03-03,52.0,South,Standard,10,7,83.01,0,0,12.1,3,19,1,0,,0,830.1
CUST0014836,2022-07-13,,East,Basic,30,3,36.16,10,0,16.7,3,5,2,1,,0,976.32
CUST0015146,2024-01-30,22.0,West,Basic,11,3,39.18,0,0,41.5,11,24,3,1,2.0,1,430.98
CUST0043848,2023-03-11,60.0,East,Standard,22,2,59.86,0,0,21.8,10,21,2,2,3.0,0,1316.92
CUST0022745,2022-12-11,,East,Premium,25,4,112.42,25,1,17.5,6,6,1,1,4.0,0,2107.88
CUST0036277,2024-06-12,30.0,South,Standard,6,5,81.59,0,0,14.1,5,23,1,0,3.0,0,489.54
CUST0034072,2023-07-01,18.0,Central, Standard,18,3,65.82,0,1,35.0,18,16,1,0,,0,1184.76
CUST0045384,2020-03-04,28.0,SOUTH,Basic,58,2,32.47,0,1,12.7,5,16,1,1,3.0,0,1883.26
CUST0026953,2023-05-09,33.0,South,Standard,20,3,63.92,0,0,,15,0,1,0,4.0,0,1278.4
CUST0038950,2023-05-12,52.0,South,Basic,19,3,37.29,0,0,25.2,4,0,0,0,4.0,0,708.51
CUST0002282,2024-02-05,57.0,South,Basic,11,4,39.0,0,1,14.0,3,1,1,0,,0,429.0
CUST0040229,2024-02-16,18.0,South, Standard,10,2,63.88,0,0,23.7,10,11,1,0,4.0,0,638.8
CUST0029998,2023-12-31,64.0,North,Standard,12,2,67.33,0,1,17.9,3,51,1,0,2.0,0,807.96
CUST0049885,2023-01-17,47.0,East,Basic,23,3,33.29,0,1,18.9,8,20,1,0,4.0,0,765.67
CUST0002574,2023-06-01,38.0,West,Standard,19,3,69.26,0,0,13.8,3,23,0,1,3.0,0,1315.94
CUST0031672,2024-03-29,45.0,Central,Basic,9,1,25.89,5,1,7.7,6,3,1,0,1.0,0,221.36
CUST0029309,2022-03-29,18.0,SOUTH,Standard,33,1,59.6,0,0,22.3,14,3,0,0,4.0,0,1966.8
CUST0012508,2022-06-13,24.0,West,Standard,31,3,66.76,0,1,20.3,8,34,1,0,4.0,0,2069.56
CUST0006994,2024-10-10,31.0,West,Standard,2,2,58.53,0,1,,9,37,2,1,,0,117.06
CUST0010574,2024-08-04,24.0,East,Basic,4,3,43.46,5,1,19.4,6,4,1,0,3.0,0,165.15
CUST0042482,2019-12-10,40.0,South,Standard,61,2,63.93,0,1,10.7,3,0,0,0,4.0,0,3899.73
CUST0024414,2024-02-18,56.0,North,Standard,10,5,83.34,0,1,7.9,5,20,3,1,1.0,0,833.4
CUST0026567,2023-07-15,25.0,West,Basic,17,2,33.03,0,0,21.5,10,9,1,1,2.0,0,561.51
CUST0041576,2022-04-13,46.0,East,Basic,33,3,36.28,0,1,16.2,13,36,0,0,,0,1197.24
CUST0040815,2024-06-21,58.0,South,Standard,6,3,70.53,0,1,15.1,6,12,0,0,3.0,0,423.18
CUST0046597,2024-08-12,57.0,South,Basic,4,3,38.4,0,1,12.6,7,6,1,1,3.0,0,153.6
CUST0013267,2022-10-28,28.0,South,Standard,26,2,64.9,0,1,11.5,10,23,0,0,4.0,0,1687.4
CUST0037152,2024-05-31,52.0,Central,Standard,7,2,63.93,0,0,21.0,5,15,0,1,,0,447.51
CUST0006015,2022-09-15,54.0,North,Basic,27,3,35.26,0,1,31.2,17,3,1,0,5.0,0,952.02
CUST0035705,2023-04-15,40.0,West,Premium,20,4,110.73,25,1,,16,4,0,0,5.0,0,1660.95
CUST0033278,2021-03-10,63.0,Central,Premium,46,2,105.05,0,1,7.9,1,20,2,0,2.0,0,4832.3
CUST0007027,2024-06-30,34.0,North,Standard,6,2,60.48,15,1,21.2,10,6,0,0,,0,308.45
CUST0014351,2023-01-23,36.0,South,Basic,23,3,26.24,0,0,28.6,5,12,2,0,,0,603.52
CUST0005216,2020-01-10,39.0,West,Basic,60,3,49.24,0,1,28.0,18,9,2,0,3.0,0,2954.4
CUST0012039,2023-03-08,54.0,SOUTH,Standard,22,2,68.71,0,1,19.3,18,1,0,0,4.0,0,1511.62
CUST0016283,2024-01-25,68.0,North,Basic,11,5,45.99,20,1,11.5,6,15,0,0,3.0,0,404.71
CUST0006169,2022-09-13,33.0,Central,Basic,28,2,40.87,0,1,12.5,4,6,0,2,3.0,0,1144.36
CUST0043534,2023-12-16,18.0,Central,Standard,12,1,57.02,0,1,23.8,14,0,1,0,4.0,0,684.24
CUST0013247,2023-11-02,39.0,East, Premium,14,1,100.83,5,1,12.0,18,2,2,0,4.0,0,1341.04
CUST0007025,2022-03-01,34.0,West,Basic,34,3,44.66,0,0,8.9,8,9,1,0,3.0,0,1518.44
CUST0022040,2023-04-15,50.0,East,Premium,20,3,104.26,0,1,47.3,15,7,2,0,4.0,0,2085.2
CUST0032666,2022-03-30,39.0,North,Standard,33,3,71.36,0,1,22.1,8,3,0,0,4.0,0,2354.88
CUST0028471,2023-05-20,47.0,South,Basic,19,1,26.79,0,1,,7,4,0,0,4.0,0,509.01
CUST0028073,2023-12-28,22.0,North,Standard,12,6,91.74,0,0,23.6,13,2,0,0,4.0,0,1100.88
CUST0023468,2021-12-14,52.0,East,Premium,37,2,98.85,0,0,44.0,9,8,1,2,4.0,0,3657.45
CUST0005443,2024-04-18,63.0,North,Standard,8,2,58.18,0,0,7.9,3,29,4,1,,1,465.44
CUST0037156,2022-10-16,52.0,East,Standard,26,2,54.94,0,0,8.1,7,8,1,0,4.0,0,1428.44
CUST0001355,2024-01-19,42.0,West,Premium,11,4,108.65,0,0,57.2,20,4,0,0,,1,1195.15
CUST0011779,2023-09-14,38.0,Central,Basic,15,2,33.98,0,0,34.3,16,4,0,0,,0,509.7
CUST0040243,2024-02-24,49.0,South,Basic,10,1,29.37,20,0,,1,2,4,0,1.0,0,234.96
CUST0018320,2023-02-12,28.0,South,Basic,22,2,29.29,20,0,13.7,7,0,0,3,3.0,0,515.5
CUST0008998,2023-11-02,40.0,South,Standard,14,2,63.78,0,0,19.2,23,4,1,2,3.0,0,892.92
CUST0047452,2023-06-14,79.0,West,Premium,18,1,108.51,0,0,34.1,5,17,1,0,5.0,0,1953.18
CUST0001081,2024-05-13,50.0,South,Basic,7,1,21.25,0,1,25.9,8,20,2,0,2.0,0,148.75
CUST0015240,2023-11-26,32.0,East,Basic,13,2,32.9,25,1,13.2,8,101,2,0,,0,320.77
CUST0009060,2021-07-03,18.0,South,Premium,42,2,98.93,0,1,15.8,13,0,0,1,3.0,0,4155.06
CUST0009802,2021-02-03,42.0,East,Standard,47,1,53.67,15,0,62.7,9,1,0,0,,0,2144.12
CUST0009819,2023-05-14,70.0,East,Basic,19,2,28.76,0,0,,24,10,0,1,5.0,0,546.44
CUST0009125,2020-12-06,38.0,West,Premium,49,3,112.25,0,0,57.7,16,4,0,0,4.0,0,5500.25
CUST0039895,2023-11-21,33.0,South,Premium,13,1,99.45,5,0,16.7,8,4,1,0,3.0,0,1228.21
CUST0006372,2023-04-26,32.0,East,Basic,20,1,20.99,0,1,8.4,6,49,2,3,1.0,0,419.8
CUST0040028,2023-09-01,38.0,South,Basic,16,3,38.91,0,1,15.2,4,35,0,0,2.0,0,622.56
CUST0019931,2021-01-02,41.0,South,Premium,48,3,116.84,0,1,12.8,7,19,0,0,4.0,0,5608.32
CUST0015477,2024-01-31,34.0,South,Basic,11,3,42.65,0,1,46.2,14,11,3,0,2.0,1,469.15
CUST0029137,2024-09-28,34.0,East,Basic,3,5,51.79,20,1,14.9,11,38,1,0,3.0,1,124.3
CUST0023331,2024-03-25,55.0,South,Basic,9,2,37.23,0,1,11.7,2,8,2,0,,0,335.07
CUST0004979,2023-09-06,,South,Standard,16,6,81.48,20,0,14.8,9,29,1,0,4.0,0,1042.94
CUST0002994,2023-02-28,44.0,East,Standard,22,3,73.81,0,1,26.9,12,3,4,0,3.0,0,1623.82
CUST0014983,2024-03-22,53.0,Central,Premium,9,3,104.11,5,1,11.7,6,30,1,0,4.0,0,890.14
CUST0035104,2024-05-09,37.0,West,Premium,7,3,107.39,0,0,27.1,5,15,0,0,4.0,0,751.73
CUST0011458,2023-03-22,48.0,East,Basic,21,5,51.62,0,0,25.0,16,3,1,1,4.0,0,1084.02
CUST0010963,2019-11-25,72.0,North,Premium,62,4,121.44,0,1,16.2,7,2,1,1,4.0,0,7529.28
CUST0013054,2022-03-29,58.0,North,Basic,33,1,35.99,0,0,24.0,5,11,0,1,3.0,0,1187.67
CUST0040703,2024-11-01,37.0,North,Basic,2,3,43.93,0,1,18.7,18,2,3,1,3.0,0,87.86
CUST0027000,2024-01-18,58.0,South,Premium,11,1,102.19,10,0,28.5,15,27,1,1,,0,1011.68
CUST0049078,2024-08-28,24.0,West,Basic,4,3,36.23,0,0,10.6,6,28,0,0,3.0,0,144.92
CUST0040194,2023-09-02,18.0,South,Standard,16,3,63.06,0,1,22.3,11,27,2,0,3.0,0,1008.96
CUST0012851,2024-01-20,38.0,West,Standard,11,3,63.83,0,0,12.9,6,5,0,2,2.0,0,702.13
CUST0042664,2018-02-01,47.0,North,Standard,84,4,77.93,0,1,36.2,16,1,0,1,4.0,0,6546.12
CUST0027362,2022-08-12,18.0,South,Basic,29,5,51.37,0,1,38.3,18,5,1,0,2.0,0,1489.73
CUST0046210,2023-09-04,55.0,West,Standard,16,3,73.26,0,1,17.5,4,3,0,0,2.0,0,1172.16
CUST0001843,2024-10-31,44.0,East,Basic,2,4,33.31,0,0,18.6,9,8,1,0,3.0,0,66.62
CUST0038594,2022-09-06,38.0,South,Premium,28,2,104.65,10,1,32.4,13,1,0,0,4.0,0,2637.18
CUST0014086,2019-03-31,48.0,East,Basic,70,5,45.97,0,1,5.6,4,26,1,1,1.0,0,3217.9
CUST0021837,2023-07-19,52.0,South,Standard,17,4,84.04,0,1,11.1,6,37,2,1,2.0,0,1428.68
CUST0001330,2022-07-01,33.0,East,Basic,30,3,39.35,0,1,22.6,12,15,0,1,4.0,0,1180.5
CUST0047942,2020-10-28,27.0,South,Basic,50,3,39.06,0,1,8.5,4,2,0,0,4.0,0,1953.0
CUST0015123,2023-05-16,30.0,Central,Basic,19,4,40.01,0,0,5.6,3,31,1,1,2.0,0,760.19
CUST0015571,2024-03-03,51.0,East,Basic,10,4,40.17,25,1,16.5,11,22,2,0,3.0,0,301.28
CUST0031172,2023-03-20,47.0,West,Basic,21,3,36.63,0,0,32.3,5,1,1,0,3.0,0,769.23
CUST0024261,2022-02-25,39.0,CENTRAL,Standard,34,2,61.17,0,0,11.0,8,67,0,1,3.0,0,2079.78
CUST0012625,2024-04-22,60.0,East,Premium,8,3,111.3,5,1,28.0,8,18,2,0,2.0,0,845.88
CUST0044115,2023-03-29,44.0,Central,Standard,21,3,62.3,0,1,14.5,6,1,0,1,4.0,0,1308.3
CUST0036992,2022-10-10,48.0,East,Standard,27,3,76.01,5,1,27.6,13,5,1,1,4.0,0,1949.66
CUST0013838,2023-05-11,32.0,West,Basic,20,2,27.98,0,1,27.4,14,12,0,0,3.0,0,559.6
CUST0040298,2023-06-29,45.0,East,Basic,18,3,47.43,0,1,2.3,0,23,0,0,2.0,0,853.74
CUST0034394,2023-04-13,27.0,South,Standard,20,4,63.58,15,1,25.4,18,27,1,0,4.0,0,1080.86
CUST0006843,2023-07-16,68.0,Central,Standard,17,8,89.46,0,0,27.3,16,4,1,1,3.0,0,1520.82
CUST0021521,2024-06-04,48.0,Central,Premium,7,3,107.27,0,0,19.5,12,20,2,0,3.0,1,750.89
CUST0021021,2022-10-29,23.0,North,Standard,26,1,46.37,0,0,18.5,3,1,1,1,3.0,0,1205.62
CUST0038458,2024-07-26,22.0,Central,Standard,5,3,62.81,0,1,24.1,15,1,0,0,,0,314.05
CUST0009754,2023-05-21,34.0,West,Basic,19,1,24.74,0,0,27.7,23,3,0,1,5.0,1,470.06
CUST0011878,2024-10-13,59.0,North,Basic,2,1,20.95,0,0,29.3,20,3,0,1,3.0,0,41.9
CUST0040735,2024-05-03,27.0,East,Standard,8,3,79.53,0,1,37.4,25,1,0,0,,0,636.24
CUST0042311,2024-03-18,42.0,Central,Basic,9,4,34.73,0,1,25.8,17,1,0,0,4.0,0,312.57
CUST0027551,2024-11-07,59.0,Central,Basic,1,2,38.89,0,1,14.6,9,20,1,0,2.0,0,38.89
CUST0029401,2024-05-31,60.0,East, Basic,7,3,38.99,25,0,13.8,9,35,1,0,2.0,0,204.7
CUST0044672,2021-09-03,42.0,East,Basic,40,1,23.4,0,1,26.6,16,12,0,0,,0,936.0
CUST0004088,2024-02-28,,West,Standard,10,2,64.57,0,0,14.4,7,15,0,0,3.0,0,645.7
CUST0023118,2024-02-17,33.0,South,Basic,10,4,32.3,0,1,12.3,8,14,1,0,3.0,0,323.0
CUST0034182,2023-10-14,26.0,East,Basic,14,5,45.76,0,1,14.4,2,15,2,0,2.0,1,640.64
CUST0026330,2023-10-01,37.0,North,Standard,15,3,68.05,0,1,47.9,17,5,0,0,5.0,0,1020.75
CUST0022377,2023-10-12,28.0,South,Basic,14,2,31.31,10,1,25.6,14,17,1,0,3.0,0,394.51
CUST0021576,2023-02-15,,East,Basic,22,3,43.06,0,1,17.5,8,1,0,2,4.0,0,947.32
CUST0001940,2024-04-06,21.0,West,Basic,8,3,48.07,0,1,19.6,8,24,2,1,2.0,1,384.56
CUST0039890,2023-12-30,23.0,North,Basic,12,2,31.98,10,0,,11,5,0,1,3.0,0,345.38
CUST0032207,2022-12-26,50.0,West,Basic,24,3,37.81,0,0,10.8,2,3,2,1,3.0,0,907.44
CUST0002300,2022-04-23,88.0,South,Standard,32,1,53.47,0,0,71.8,20,2,1,0,5.0,0,1711.04
CUST0048035,2024-06-08,31.0,East,Basic,6,1,21.37,0,1,12.2,10,4,0,1,2.0,0,128.22
CUST0000508,2023-04-10,38.0,West,Premium,21,2,110.68,0,0,55.0,27,3,0,0,,0,2324.28
CUST0039025,2024-04-16,76.0,West,Standard,8,2,50.11,0,0,7.5,4,42,1,1,2.0,0,400.88
CUST0026382,2022-12-06,54.0,North,Basic,25,1,23.92,0,0,20.7,7,10,1,1,4.0,0,598.0
CUST0022435,2024-03-14,47.0,Central,Basic,9,3,36.49,0,1,22.6,6,3,0,1,3.0,0,328.41
CUST0034026,2023-12-01,36.0,North,Basic,13,1,24.77,0,1,21.9,11,8,0,0,4.0,0,322.01
CUST0029582,2023-05-02,18.0,West,Standard,20,2,60.77,10,1,17.2,8,4,0,1,4.0,0,1093.86
CUST0012083,2019-06-25,28.0,Central,Basic,67,3,32.84,0,0,5.3,2,180,2,0,2.0,1,2200.28
CUST0000140,2024-11-21,55.0,South,Basic,1,3,41.36,0,0,22.5,6,5,0,1,3.0,0,41.36
CUST0004958,2023-05-30,57.0,West,Basic,19,2,31.44,0,1,54.3,23,9,0,1,3.0,0,597.36
CUST0049864,2022-05-03,44.0,South,Basic,32,2,29.02,10,1,21.7,13,13,0,0,3.0,0,835.78
CUST0047412,2022-04-04,,NORTH,Standard,33,2,69.23,0,1,22.5,4,26,1,2,2.0,0,2284.59
CUST0003605,2024-08-24,,West,Premium,4,4,118.07,0,0,9.0,8,19,1,1,3.0,0,472.28
CUST0032737,2023-04-01,48.0,North,Standard,21,3,66.1,0,0,37.8,11,1,0,1,5.0,0,1388.1
CUST0007993,2024-10-01,33.0,NORTH,Basic,3,4,42.18,0,1,15.6,5,30,1,1,3.0,1,126.54
CUST0024483,2022-12-25,49.0,Central,Basic,24,2,24.44,0,1,,9,13,2,0,3.0,0,586.56
CUST0043488,2022-06-16,57.0,West, Basic,30,3,42.58,0,0,6.5,10,14,1,1,3.0,0,1277.4
CUST0025653,2022-10-01,,South,Basic,27,2,30.31,0,1,34.8,14,6,2,0,,0,818.37
CUST0017845,2018-07-24,,North,Standard,78,2,62.38,5,0,12.8,8,9,2,3,3.0,0,4622.36
CUST0021590,2023-04-27,32.0,North,Standard,20,2,64.07,20,0,10.8,5,26,1,1,1.0,0,1025.12
CUST0029931,2021-09-20,59.0,South,Standard,39,1,49.1,0,0,50.4,37,5,0,0,5.0,0,1914.9
CUST0003535,2024-05-02,41.0,West,Standard,8,2,49.44,0,0,4.5,2,10,2,2,2.0,0,395.52
CUST0002753,2024-04-24,34.0,South,Premium,8,3,104.92,0,0,,11,2,0,0,4.0,0,839.36
CUST0041041,2024-04-14,57.0,Central,Basic,8,2,30.25,0,1,48.8,11,1,1,0,4.0,0,242.0
CUST0039493,2024-05-20,47.0,Central,Basic,7,5,51.53,0,1,,11,3,0,0,4.0,0,360.71
CUST0018072,2024-10-17,63.0,East,Premium,2,1,98.1,0,0,12.4,9,13,1,0,3.0,0,
CUST0005336,2024-09-30,,East,Standard,3,7,78.56,0,1,21.4,10,13,0,0,3.0,0,235.68
CUST0026220,2024-10-08,48.0,Central,Premium,2,5,121.42,0,1,19.3,7,13,0,0,4.0,0,242.84
CUST0021738,2024-02-19,29.0,East,Basic,10,1,22.31,0,1,39.6,8,47,1,0,2.0,0,223.1
CUST0028485,2020-03-16,26.0,East,Basic,58,4,42.65,0,1,22.2,14,11,0,1,3.0,0,2473.7
CUST0027582,2021-06-16,29.0,SOUTH,Standard,43,2,68.94,20,0,11.5,3,2,1,1,,0,2371.54
CUST0005646,2024-10-30,35.0,West,Basic,2,1,34.71,0,1,14.6,2,86,1,0,,1,69.42
CUST0037598,2021-04-07,75.0,South,Standard,45,2,59.59,0,1,34.6,9,11,1,0,4.0,0,2681.55
CUST0046942,2024-11-18,53.0,West,Standard,1,3,68.99,0,1,11.7,6,26,1,1,3.0,1,68.99
CUST0013211,2024-04-05,35.0,East,Standard,9,3,69.24,0,0,24.5,8,0,2,1,,0,623.16
CUST0025069,2022-03-04,49.0,South,Premium,34,2,105.24,0,1,12.7,7,24,0,0,2.0,1,3578.16
CUST0044243,2023-05-15,31.0,North,Premium,19,5,115.92,15,1,15.6,10,35,3,1,2.0,0,1872.11
CUST0042433,2020-04-25,18.0,South,Premium,57,1,101.06,15,1,17.0,14,7,0,0,4.0,0,4896.36
CUST0006535,2021-12-30,37.0,Central, Basic,36,1,25.42,0,1,,2,16,0,0,4.0,0,915.12
CUST0001092,2024-08-07,50.0,Central,Standard,4,3,78.15,0,1,8.2,3,20,1,0,2.0,0,312.6
CUST0037933,2024-03-05,54.0,Central,Basic,10,4,44.67,25,0,17.3,7,18,1,0,2.0,1,335.02
CUST0037847,2024-05-10,40.0,South,Premium,7,4,114.63,0,0,24.3,12,1,1,0,5.0,0,802.41
CUST0040628,2024-07-15,47.0,West,Basic,5,4,44.07,0,0,13.8,11,11,0,0,,0,220.35
CUST0027141,2024-05-06,41.0,East,Standard,7,1,65.62,0,1,58.2,33,3,0,0,4.0,0,459.34
CUST0023038,2023-08-24,32.0,South,Standard,16,2,66.53,15,1,17.4,1,53,1,0,1.0,0,904.81
CUST0025551,2022-07-27,37.0,North,Basic,29,2,33.19,0,0,,9,25,2,0,3.0,0,962.51
CUST0028151,2022-11-23,29.0,South,Standard,25,5,78.64,10,1,30.8,12,4,2,0,2.0,0,1769.4
CUST0043585,2023-07-15,18.0,South,Basic,17,5,50.43,0,0,15.9,5,8,0,0,4.0,0,857.31
CUST0015599,2023-04-11,40.0,South,Standard,21,2,56.3,0,1,32.3,6,19,1,0,4.0,1,1182.3
CUST0007277,2024-10-18,46.0,East,Basic,2,1,20.63,0,1,11.3,6,42,0,0,4.0,0,41.26
CUST0045815,2023-08-28,53.0,South,Basic,16,1,29.91,10,0,23.4,7,20,1,1,2.0,0,430.7
CUST0034343,2024-02-14,20.0,East,Basic,10,2,32.78,0,0,35.8,23,1,0,0,,0,327.8
CUST0038336,2023-08-18,28.0,Central,Standard,16,2,71.36,0,0,26.8,13,1,1,2,5.0,0,1141.76
CUST0010118,2024-02-21,58.0,Central,Standard,10,2,57.32,0,1,30.9,12,21,0,0,4.0,0,573.2
CUST0023014,2020-08-13,26.0,East,Standard,53,2,62.04,20,1,27.6,13,11,1,0,3.0,0,2630.5
CUST0014381,2023-03-24,36.0,South,Standard,21,2,68.19,0,1,29.3,9,11,1,0,5.0,0,1431.99
CUST0039928,2024-06-28,43.0,South,Standard,6,2,60.64,0,0,25.4,6,2,0,1,3.0,0,363.84
CUST0009185,2023-08-08,50.0,North,Standard,17,2,69.76,0,1,10.7,3,180,2,0,1.0,1,1185.92
CUST0032460,2023-05-15,36.0,North,Standard,19,4,69.75,0,1,29.2,13,27,1,0,4.0,0,1325.25
CUST0007175,2022-06-28,39.0,North,Basic,30,2,27.38,0,1,30.3,11,8,0,0,5.0,0,821.4
CUST0048339,2024-05-04,36.0,South,Standard,8,4,71.28,0,1,25.4,6,6,1,0,4.0,0,570.24
CUST0037441,2023-11-30,41.0,East,Standard,13,2,67.07,0,1,24.0,8,10,0,0,4.0,0,871.91
CUST0013129,2024-05-23,58.0,West,Standard,7,2,67.55,20,1,12.2,4,3,0,0,3.0,0,378.28
CUST0039238,2022-09-18,29.0,North,Standard,27,5,75.93,0,0,26.5,12,10,0,0,,0,2050.11
CUST0011377,2023-01-12,41.0,West,Premium,23,3,112.99,5,1,20.5,10,55,1,0,2.0,0,2468.83
CUST0015921,2023-03-04,62.0,South,Basic,22,4,42.21,0,1,8.6,7,40,3,0,2.0,1,928.62
CUST0019351,2024-01-11,18.0,Central,Basic,11,2,27.05,0,0,41.7,19,6,0,1,3.0,0,297.55
CUST0042757,2024-07-12,32.0,North,Premium,5,4,117.64,0,0,22.4,18,16,0,1,4.0,0,588.2
CUST0023071,2023-10-01,18.0,Central,Standard,15,2,68.03,0,1,19.3,5,5,0,1,,0,1020.45
CUST0004017,2024-01-07,34.0,South,Basic,11,4,34.43,0,0,30.5,8,3,0,1,4.0,0,378.73
CUST0010392,2019-06-06,38.0,West,Premium,67,1,100.84,0,1,17.2,11,19,1,1,3.0,0,6756.28
CUST0014361,2021-10-09,40.0,North,Basic,39,2,27.26,0,1,28.9,8,12,0,0,4.0,0,1063.14
CUST0048857,2024-08-02,25.0,West,Standard,5,4,75.96,0,0,23.5,9,14,2,0,3.0,0,379.8
CUST0024208,2024-10-02,34.0,North,Standard,3,2,52.39,0,1,,14,0,1,0,3.0,0,157.17
CUST0019424,2022-11-23,47.0,West,Premium,25,4,101.7,20,1,53.8,26,4,1,0,4.0,0,2034.0
CUST0049373,2022-10-23,24.0,West,Standard,26,3,67.75,0,1,13.8,3,23,0,0,5.0,0,1761.5
CUST0002921,2022-06-18,39.0,South,Premium,30,2,110.28,0,0,11.8,3,61,0,0,4.0,0,3308.4
CUST0012524,2023-05-14,27.0,South,Basic,19,4,37.26,0,0,15.2,13,23,3,0,2.0,0,707.94
CUST0042981,2021-04-12,18.0,East,Standard,45,2,58.85,15,1,61.3,23,0,0,0,5.0,0,2251.01
CUST0022892,2023-10-05,32.0,North,Basic,15,2,34.21,0,0,21.0,11,2,1,0,5.0,0,513.15
CUST0028731,2020-08-15,,South,Basic,53,1,36.88,0,1,7.0,1,3,2,0,3.0,0,1954.64
CUST0005587,2022-01-02,47.0,North,Standard,36,2,61.4,0,0,14.8,13,20,2,2,2.0,0,2210.4
CUST0013426,2023-02-24,23.0,Central,Basic,22,4,41.58,0,1,13.6,14,2,0,0,4.0,0,914.76
CUST0021774,2021-04-25,22.0,South,Basic,44,1,28.9,0,1,33.4,15,7,0,0,,0,1271.6
CUST0007844,2021-10-25,39.0,East,Standard,38,4,71.99,0,1,21.2,14,0,0,0,4.0,0,2735.62
CUST0035514,2023-07-08,29.0,Central,Premium,18,4,120.86,0,1,24.7,14,7,0,0,5.0,0,2175.48
CUST0034892,2024-07-25,68.0,South,Standard,5,3,70.15,0,1,15.5,13,49,1,1,3.0,0,350.75
CUST0044759,2021-06-26,,East,Basic,42,2,39.84,0,0,,7,6,6,0,1.0,0,1673.28
CUST0034787,2023-05-30,52.0,North,Standard,19,2,65.0,0,1,18.1,5,81,0,1,1.0,0,1235.0
CUST0015730,2024-01-11,18.0,Central,Premium,11,4,102.21,0,1,,9,25,1,0,2.0,0,1124.31
CUST0023075,2023-10-29,54.0,East,Basic,14,2,31.76,15,1,,19,12,1,0,4.0,0,377.94
CUST0025564,2023-06-15,65.0,East,Basic,18,5,52.96,0,1,31.2,17,12,0,0,4.0,0,953.28
CUST0005328,2024-05-11,54.0,South,Premium,7,3,104.7,0,0,26.2,12,14,0,1,4.0,0,732.9
CUST0011195,2023-12-31,28.0,West,Standard,12,5,73.93,0,1,21.2,5,1,1,3,2.0,0,887.16
CUST0021771,2023-02-28,44.0,West,Premium,22,2,102.63,0,1,20.6,13,1,3,0,3.0,0,2257.86
CUST0022259,2019-09-15,29.0,South,Basic,64,3,37.67,5,1,15.5,10,32,2,0,2.0,0,2290.34
CUST0011784,2022-08-22,50.0,West,Standard,28,1,56.68,0,1,28.9,16,1,0,1,,0,1587.04
